CEP,Logradouro,Complemento,Bairro,Localidade,UF,IBGE,GIA,DDD,SIAFI
88813128,Rua Maria Alves Fernandes,,Próspera,Criciúma,SC,4204608,50726,,
88813130,Rua Teresina,,Brasília,Criciúma,SC,4204608,50735,,
88813133,Rua Valdemiro Perez,,Próspera,Criciúma,SC,4204608,50726,,
88813135,Rua Fortaleza,,Brasília,Criciúma,SC,4204608,50735,,
88813136,Rua Arino Cristóvão Monteiro,,Brasília,Criciúma,SC,4204608,50735,,
88813138,Rua Sebastião Costa,,Brasília,Criciúma,SC,4204608,50735,,
88813140,Rua Recife,,Brasília,Criciúma,SC,4204608,50735,,
88813150,Rua Salvador,,Brasília,Criciúma,SC,4204608,50735,,
88813155,Rua Vitória,,Brasília,Criciúma,SC,4204608,50735,,
88813160,Rua Aracaju,,Brasília,Criciúma,SC,4204608,50735,,
88813165,Rua Natal,,Brasília,Criciúma,SC,4204608,50735,,
88813170,Rua Xingu,,Brasília,Criciúma,SC,4204608,50735,,
88813175,Rua Niterói,,Brasília,Criciúma,SC,4204608,50735,,
88813177,Rua Cuiabá,até 949/950,Brasília,Criciúma,SC,4204608,50735,,
88813178,Rua Attilio Daré,,Brasília,Criciúma,SC,4204608,50735,,
88813180,Rua Porto Velho,de 211/212 ao fim,Brasília,Criciúma,SC,4204608,50735,,
88813185,Rua Goiânia,,Brasília,Criciúma,SC,4204608,50735,,
88813190,Rua Belo Horizonte,,Brasília,Criciúma,SC,4204608,50735,,
88813195,Rua Florianópolis,,Brasília,Criciúma,SC,4204608,50735,,
88813200,Rua Porto Alegre,,Brasília,Criciúma,SC,4204608,50735,,
88813210,Rua Goiás,,Próspera,Criciúma,SC,4204608,50726,,
88813220,Travessa Ângelo Benedet,,Próspera,Criciúma,SC,4204608,50726,,
88813225,Rua Bahia,,Próspera,Criciúma,SC,4204608,50726,,
88813230,Rua Ceará,lado ímpar,Próspera,Criciúma,SC,4204608,50726,,
88813233,Rua Artur Linemburger,,Brasília,Criciúma,SC,4204608,50735,,
88813234,Rua Ceará,lado par,Brasília,Criciúma,SC,4204608,50735,,
88813235,Rua General Osvaldo Pinto da Veiga,lado ímpar,Brasília,Criciúma,SC,4204608,50735,,
88813236,Rua Leôncio Bitencourt,,Brasília,Criciúma,SC,4204608,50735,,
88813238,Rua Valdir Linenburger,,Brasília,Criciúma,SC,4204608,50735,,
88813240,Rua Guilherme Linenburger,,Brasília,Criciúma,SC,4204608,50735,,
88813250,Rua Espírito Santo,,Brasília,Criciúma,SC,4204608,50735,,
88813271,Rodovia SC-443,lado ímpar,Brasília,Criciúma,SC,4204608,50735,,
88813280,Rua Canoinhas,,Brasília,Criciúma,SC,4204608,50735,,
88813283,Rua Tijucas,,Brasília,Criciúma,SC,4204608,50735,,
88813285,Rua Imbituba,,Brasília,Criciúma,SC,4204608,50735,,
88813290,Rua Nilton Pedro Santana,,Brasília,Criciúma,SC,4204608,50735,,
88813292,Rua Antônio Daré,,Brasília,Criciúma,SC,4204608,50735,,
88813300,Rua Amapá,,Próspera,Criciúma,SC,4204608,50726,,
88813305,Rua Joaquim Silveira Goulart,,Próspera,Criciúma,SC,4204608,50726,,
88813310,Rua José Cardoso,,Próspera,Criciúma,SC,4204608,50726,,
88813312,Servidão Lealcino Custódio Serafim,,Próspera,Criciúma,SC,4204608,50726,,
88813313,Servidão Donato da Silva,,Próspera,Criciúma,SC,4204608,50726,,
88813315,Rua Dirnei Gomes,,Próspera,Criciúma,SC,4204608,50726,,
88813320,Rua Engenheiro Loja,,Próspera,Criciúma,SC,4204608,50726,,
88813321,Rua Adenicio Domingos de Carvalho,,Próspera,Criciúma,SC,4204608,50726,,
88813322,Rua Rondônia,,Próspera,Criciúma,SC,4204608,50726,,
88813323,Rua Geraldo Luiz de Farias,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813324,Travessa Roraima,,Próspera,Criciúma,SC,4204608,50726,,
88813325,Avenida Centenário,lado ímpar,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813330,Rua Rio de Janeiro,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813331,Rua 1205,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813333,Rua 1940,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813334,Rua Fernando de Noronha,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813335,Rua Engenheiro Loja,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813336,Travessa Raulino Horn,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813338,Rua Maria Antonieta,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813340,Rua Acre,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813343,Rua Brasília,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813346,Rua Adolfo Linemburger,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813350,Rua Santa Helena,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813355,Rua General Osvaldo Pinto da Veiga,lado par,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813360,Rua Assunta Bianchi Linemburger,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813363,Rua Ana Neri,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813366,Rua Assis Brasil,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813370,Rua Carlos Gomes,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813372,Travessa Quintino Bocaiúva,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813376,Rua Mariz e Barros,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813378,Rua David Canabarro,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813390,Avenida Jorge Elias de Lucca,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813392,Rua Lucas Mendes de Souza,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813395,Rua Dona Agrippina Francioni Freitas,até 499/500,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813400,Avenida Manoel Delfino de Freitas,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813410,Rua Carlos Otaviano Seara,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813415,Rua José Lins do Rego,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813420,Rua Jacinta Cocculo Piazza,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813425,Rua Domingos de Brito Peixoto,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813430,Rua Elpídio Meis,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813435,Rua Júlio Verne,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813440,Rua Lauro José Plácido,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813450,Rua Engenheiro Jorge Becke,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813452,Rua Espírito Santo,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813457,Servidão Rosalia Wasnieski Kubaski,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813460,Rua Sílvio Búrigo,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813470,Rua Coronel Luiz Lopes dos Reis Falcão,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813476,Rodovia SC-443,lado par,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813500,Rua Cuiabá,de 951/952 ao fim,Argentina,Criciúma,SC,4204608,50736,,
88813510,Rua Gabriel Strachoski,,Brasília,Criciúma,SC,4204608,50735,,
88813520,Rua José Jerônimo,,Argentina,Criciúma,SC,4204608,50736,,
88813522,Rua Márcio Martinho da Silva,,Argentina,Criciúma,SC,4204608,50736,,
88813525,Rua Tapajós,,Argentina,Criciúma,SC,4204608,50736,,
88813530,Rua Curitiba,,Argentina,Criciúma,SC,4204608,50736,,
88813533,Rua Porto Velho,até 209/210,Argentina,Criciúma,SC,4204608,50736,,
88813535,Rua Rio Negro,,Argentina,Criciúma,SC,4204608,50736,,
88813540,Rua Tocantins,,Argentina,Criciúma,SC,4204608,50736,,
88813545,Rua Japurá,,Argentina,Criciúma,SC,4204608,50736,,
88813547,Rua Fortaleza,,Argentina,Criciúma,SC,4204608,50736,,
88813549,Rua Antonio das Graças dos Santos,,Argentina,Criciúma,SC,4204608,50736,,
88813550,Rua Taquari,,Argentina,Criciúma,SC,4204608,50736,,
88813551,Rua Erasmo Burato Geremias,,Argentina,Criciúma,SC,4204608,50736,,
88813552,Rua Maria do Carmo Costa Rosa Grijó,,Argentina,Criciúma,SC,4204608,50736,,
88813553,Rua Sandra Helena Grijó de Luca,,Argentina,Criciúma,SC,4204608,50736,,
88813554,Rua Valdemiro Perez,,Argentina,Criciúma,SC,4204608,50736,,
88813555,Rua Tefé,,Argentina,Criciúma,SC,4204608,50736,,
88813556,Rua Jovita Peres da Silva,,Argentina,Criciúma,SC,4204608,50736,,
88813557,Rua Nicholas Grijó Nelson,,Argentina,Criciúma,SC,4204608,50736,,
88813558,Rua José Carlos Grijó,,Argentina,Criciúma,SC,4204608,50736,,
88813559,Rua Wilson Rosa,,Argentina,Criciúma,SC,4204608,50736,,
88813560,Rua Guaporé,,Argentina,Criciúma,SC,4204608,50736,,
88813562,Rua Tupinambá,,Argentina,Criciúma,SC,4204608,50736,,
88813564,Rua Tamoio,,Argentina,Criciúma,SC,4204608,50736,,
88813566,Rua Aimoré,,Argentina,Criciúma,SC,4204608,50736,,
88813568,Rua Xavante,,Argentina,Criciúma,SC,4204608,50736,,
88813569,Rua Caiapó,,Argentina,Criciúma,SC,4204608,50736,,
88813570,Rua Tupiniquim,,Argentina,Criciúma,SC,4204608,50736,,
88813572,Rua Doutor Jairo Frank,,Argentina,Criciúma,SC,4204608,50736,,
88813573,Rua 1756,,Argentina,Criciúma,SC,4204608,50736,,
88813574,Rua Ruberval Conti,,Argentina,Criciúma,SC,4204608,50736,,
88813575,Rua Santos Ademar Martins,,Argentina,Criciúma,SC,4204608,50736,,
88813577,Rua Vilmar Ademar Martins,,Argentina,Criciúma,SC,4204608,50736,,
88813580,Rodovia Leonardo Bialeck,,Argentina,Criciúma,SC,4204608,50736,,
88813581,Rua Antônio José Olímpio,,Argentina,Criciúma,SC,4204608,50736,,
88813582,Rua das Orquídeas,,Argentina,Criciúma,SC,4204608,50736,,
88813583,Rua Azaléia,,Argentina,Criciúma,SC,4204608,50736,,
88813584,Rua Arco-Íris,,Argentina,Criciúma,SC,4204608,50736,,
88813585,Rua Antônio Daré,,Argentina,Criciúma,SC,4204608,50736,,
88813586,Rua Primavera,,Argentina,Criciúma,SC,4204608,50736,,
88813588,Rua Violeta,,Argentina,Criciúma,SC,4204608,50736,,
88813592,Rua Antônio Martignago,até 52/53,Argentina,Criciúma,SC,4204608,50736,,
88813600,Rodovia SC-443,lado ímpar,Vila Rica,Criciúma,SC,4204608,50738,,
88813610,Rua Antônio Daré,,Vila Rica,Criciúma,SC,4204608,50738,,
88813620,Rua Antônio Darabas,,Vila Rica,Criciúma,SC,4204608,50738,,
88813622,Servidão Maria Campos Borges,,Vila Rica,Criciúma,SC,4204608,50738,,
88813625,Rua Ariovaldo Machado,,Vila Rica,Criciúma,SC,4204608,50738,,
88813630,Rua Antônio da Silva,,Vila Rica,Criciúma,SC,4204608,50738,,
88813637,Rua Valdir Baldessar,,Vila Rica,Criciúma,SC,4204608,50738,,
88813640,Rua Manoel Jovino Patrício,,Vila Rica,Criciúma,SC,4204608,50738,,
88813643,Rua Pedras Grandes,,Vila Rica,Criciúma,SC,4204608,50738,,
88813646,Rua Marli Oliveira Pavanati,,Vila Rica,Criciúma,SC,4204608,50738,,
88813648,Rua Simone Brígido,,Vila Rica,Criciúma,SC,4204608,50738,,
88813650,Rua Cecília Novakoski Espíndola,,Vila Rica,Criciúma,SC,4204608,50738,,
88813652,Rua Berto Joaquim Machado,,Vila Rica,Criciúma,SC,4204608,50738,,
88813655,Rua João Manoel Rodrigues,,Vila Rica,Criciúma,SC,4204608,50738,,
88813660,Rua Quintino Folharini Dajori,,Vila Rica,Criciúma,SC,4204608,50738,,
88813664,Rua Ademar de Souza,,Vila Rica,Criciúma,SC,4204608,50738,,
88813666,Rua José Geraldo Rodrigues,,Vila Rica,Criciúma,SC,4204608,50738,,
88813670,Rua Francisco Budny,,Vila Rica,Criciúma,SC,4204608,50738,,
88813672,Rua Gabriel Budny,,Vila Rica,Criciúma,SC,4204608,50738,,
88813673,Rua 1774,,Vila Rica,Criciúma,SC,4204608,50738,,
88813674,Rua Maria da Rosa da Silva,,Vila Rica,Criciúma,SC,4204608,50738,,
88813675,Rua Helena Stachowski Machinski,,Vila Rica,Criciúma,SC,4204608,50738,,
88813676,Rua Alice da Silva Rosa,,Vila Rica,Criciúma,SC,4204608,50738,,
88813680,Rua Sérgio Raul Borges,,Vila Rica,Criciúma,SC,4204608,50738,,
88813681,Rua Cassemiro Accacio Gomes,,Vila Rica,Criciúma,SC,4204608,50738,,
88813682,Rua Teófilo José Teixeira,,Vila Rica,Criciúma,SC,4204608,50738,,
88813683,Rua Pedro Gonçalves Rodrigues,,Vila Rica,Criciúma,SC,4204608,50738,,
88813684,Rua João Zacarias Rosa,,Vila Rica,Criciúma,SC,4204608,50738,,
88813686,Rua Antônio Machinski,,Vila Rica,Criciúma,SC,4204608,50738,,
88813688,Rua Manoel João Hipolito,,Vila Rica,Criciúma,SC,4204608,50738,,
88813690,Rua Mário D'Agostin,,Vila Rica,Criciúma,SC,4204608,50738,,
88813692,Rua Eder Fernandes Vieira,,Vila Rica,Criciúma,SC,4204608,50738,,
88813700,Rua Ignácio Stakowiski,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813705,Rua Manoel Ezequiel,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813710,Rua Antônio Reginaldo de Freitas,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813715,Rua Antônio da Boit,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813720,Rua Padre Réus,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813722,Rua Sete de Maio,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813730,Rua Domingos de Villa,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813740,Rua Evelto Galdino,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813745,Rua Vendramino Dajori,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813747,Rodovia SC-443,lado ímpar,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813750,Rua Tranquilo Consoni,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813755,Rua Debrandino Manoel João,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813758,Rua Abel Casagrande,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813762,Rodovia Otávio Dassoler,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813765,Rua Casemiro Pizzetti,,dos Imigrantes,Criciúma,SC,4204608,50739,,
88813800,Rodovia Otávio Dassoler,,Demboski,Criciúma,SC,4204608,50740,,
88813805,Rua Santa Rita,,Demboski,Criciúma,SC,4204608,50740,,
88813808,Rua Campo Verde,,Demboski,Criciúma,SC,4204608,50740,,
88813810,Rua Campina Verde,,Demboski,Criciúma,SC,4204608,50740,,
88813813,Rua Juliana Potrikus Stakovski,,Demboski,Criciúma,SC,4204608,50740,,
88813815,Rua Francisco Stackoski,,Demboski,Criciúma,SC,4204608,50740,,
88813820,Rodovia Pedro Manoel Pereira,,Demboski,Criciúma,SC,4204608,50740,,
88813825,Rodovia SC-443,lado ímpar,Demboski,Criciúma,SC,4204608,50740,,
88813830,Rua São Cristovão,,Demboski,Criciúma,SC,4204608,50740,,
88813850,Rodovia SC-443,lado ímpar,Vila Selinger,Criciúma,SC,4204608,50741,,
88813860,Rua São Cristovão,,Vila Selinger,Criciúma,SC,4204608,50741,,
88813900,Avenida Manoel Delfino de Freitas 1001,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813901,Avenida Jorge Elias de Lucca 765,,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88813959,Rua General Osvaldo Pinto da Veiga 920,,Próspera,Criciúma,SC,4204608,50726,,
88813971,Rua General Osvaldo Pinto da Veiga 920,,Próspera,Criciúma,SC,4204608,50726,,
88814005,Rodovia Gabriel Arns,,São Roque,Criciúma,SC,4204608,50742,,
88814010,Rodovia Domingos Peruchi,,São Roque,Criciúma,SC,4204608,50742,,
88814012,Rua Dionysio de Luca,,São Roque,Criciúma,SC,4204608,50742,,
88814013,Rua Henrique Borsatto,,São Roque,Criciúma,SC,4204608,50742,,
88814014,Rua Luiz de Luca,,São Roque,Criciúma,SC,4204608,50742,,
88814015,Rua Luiz José Mariano,,São Roque,Criciúma,SC,4204608,50742,,
88814050,Rua Beira Rio,,São Roque,Criciúma,SC,4204608,50742,,
88814201,Rodovia Governador Jorge Lacerda,lado ímpar,Capão Bonito,Criciúma,SC,4204608,50743,,
88814202,Rodovia Governador Jorge Lacerda,lado par,Capão Bonito,Criciúma,SC,4204608,50743,,
88814205,Rua José Giassi,,Capão Bonito,Criciúma,SC,4204608,50743,,
88814210,Rua Pedro Onofre Miguel,,Capão Bonito,Criciúma,SC,4204608,50743,,
88814220,Rua Rota do Imigrante,,Capão Bonito,Criciúma,SC,4204608,50743,,
88814505,Rua Tranqüilo Dal Molin,,Verdinho,Criciúma,SC,4204608,50744,,
88814507,Rua Izaurina Duarte Melo,,Verdinho,Criciúma,SC,4204608,50744,,
88814509,Rua Terezinha Elisete Melo Acordi,,Verdinho,Criciúma,SC,4204608,50744,,
88814515,Rua Albino Dal Toé,,Verdinho,Criciúma,SC,4204608,50744,,
88814540,Rua Líbero João da Silva,,Verdinho,Criciúma,SC,4204608,50744,,
88814551,Rodovia Governador Jorge Lacerda,lado ímpar,Verdinho,Criciúma,SC,4204608,50744,,
88814552,Rodovia Governador Jorge Lacerda,lado par,Verdinho,Criciúma,SC,4204608,50744,,
88814553,Rodovia Paschoal Pavei,,Verdinho,Criciúma,SC,4204608,50744,,
88814555,Rua Valmir Silveira,,Verdinho,Criciúma,SC,4204608,50744,,
88814560,Rua Joaquim Bertoldo Cardoso,,Verdinho,Criciúma,SC,4204608,50744,,
88814563,Rua Dionísio Acordi,,Verdinho,Criciúma,SC,4204608,50744,,
88814565,Rua Durval Santos de Miranda,,Verdinho,Criciúma,SC,4204608,50744,,
88814570,Rua Saturno Silveira,,Verdinho,Criciúma,SC,4204608,50744,,
88814575,Rua Rogério Búrigo,,Verdinho,Criciúma,SC,4204608,50744,,
88814579,Rua São Rafael,,Verdinho,Criciúma,SC,4204608,50744,,
88814581,Rua dos Palmares,,Verdinho,Criciúma,SC,4204608,50744,,
88814583,Travessa Cambará,,Verdinho,Criciúma,SC,4204608,50744,,
88814585,Rua 24 de Março,,Verdinho,Criciúma,SC,4204608,50744,,
88814587,Rua das Roseiras,,Verdinho,Criciúma,SC,4204608,50744,,
88814589,Rua Monte das Oliveiras,,Verdinho,Criciúma,SC,4204608,50744,,
88814591,Rua 15 de Março,,Verdinho,Criciúma,SC,4204608,50744,,
88814592,Rua Alcides Jerônimo,,Verdinho,Criciúma,SC,4204608,50744,,
88814593,Rua Graciosa,,Verdinho,Criciúma,SC,4204608,50744,,
88814594,Rua Antonio Julio da Silva,,Verdinho,Criciúma,SC,4204608,50744,,
88814655,Rua Rota do Imigrante,,Morro Albino,Criciúma,SC,4204608,50745,,
88815000,Avenida Centenário,lado par,Próspera,Criciúma,SC,4204608,50726,,
88815001,Avenida Centenário,lado par,Nossa Senhora da Salete,Criciúma,SC,4204608,50737,,
88815007,Rua Cardeal Arcoverde,,Próspera,Criciúma,SC,4204608,50726,,
88815010,Avenida Hercílio Amante,de 199/200 ao fim,Próspera,Criciúma,SC,4204608,50726,,
88815015,Rua Ademar Francelício,,Cristo Redentor,Criciúma,SC,4204608,50746,,
88815020,Rua Quintino Bianchi,,Próspera,Criciúma,SC,4204608,50726,,
88815030,Rua Ernesto Bianchini Góes,,Próspera,Criciúma,SC,4204608,50726,,
88815040,Rua Manoel Rodrigues Ferrão,,Próspera,Criciúma,SC,4204608,50726,,
88815045,Rua Deputado Antônio Heil,,Próspera,Criciúma,SC,4204608,50726,,
88815047,Rua Luiz Carlos Burigo,,Próspera,Criciúma,SC,4204608,50726,,
88815048,Rua José Henrique Mezzari,,Próspera,Criciúma,SC,4204608,50726,,
88815050,Rua Altair Silva Cascaes,,Próspera,Criciúma,SC,4204608,50726,,
88815055,Avenida Estevão Emílio de Souza,,Próspera,Criciúma,SC,4204608,50726,,
88815056,Rua Bonifacio Manique Barreto,,Próspera,Criciúma,SC,4204608,50726,,
88815060,Avenida Gabriel Zanette,,Próspera,Criciúma,SC,4204608,50726,,
88815063,Rua Doutora Mirella Maccarini Peruchi,,Próspera,Criciúma,SC,4204608,50726,,
88815065,Rua Padre Estanislau Cizeski,,Próspera,Criciúma,SC,4204608,50726,,
88815070,Rua Hilário Francioni,,Ceará,Criciúma,SC,4204608,50747,,
88815072,Rua Galdino Trento,,Ceará,Criciúma,SC,4204608,50747,,
88815073,Avenida Hercílio Amante,até 197/198,Ceará,Criciúma,SC,4204608,50747,,
88815074,Rua Otávio Antônio Vicente,,Ceará,Criciúma,SC,4204608,50747,,
88815075,Avenida Gabriel Zanette,,Ceará,Criciúma,SC,4204608,50747,,
88815076,Avenida Diomício Freitas,,Ceará,Criciúma,SC,4204608,50747,,
88815079,Rua Almirante Saldanha da Gama,lado ímpar,Ceará,Criciúma,SC,4204608,50747,,
88815080,Rua Doutor Raimundo Gaidzinski Perez,,Ceará,Criciúma,SC,4204608,50747,,
88815085,Rua 508,,Ceará,Criciúma,SC,4204608,50747,,
88815092,Rua Roberto Burle Max,,Ceará,Criciúma,SC,4204608,50747,,
88815094,Rua Severino Pizzetti,,Ceará,Criciúma,SC,4204608,50747,,
88815096,Rua Manoel Quintino dos Santos,,Ceará,Criciúma,SC,4204608,50747,,
88815100,Rua São Miguel do Oeste,,Ceará,Criciúma,SC,4204608,50747,,
88815110,Rua 288,,Ceará,Criciúma,SC,4204608,50747,,
88815120,Rua Capinzal,,Ceará,Criciúma,SC,4204608,50747,,
88815130,Rua Videira,,Ceará,Criciúma,SC,4204608,50747,,
88815140,Rua Concórdia,,Ceará,Criciúma,SC,4204608,50747,,
88815150,Rua Xanxerê,,Ceará,Criciúma,SC,4204608,50747,,
88815152,Rua Antonio Pizzetti,,Ceará,Criciúma,SC,4204608,50747,,
88815154,Rua Adelia Dagostim Pizzetti,,Ceará,Criciúma,SC,4204608,50747,,
88815160,Rua Gilda de Oliveira Rosa,,Ceará,Criciúma,SC,4204608,50747,,
88815163,Rua Eugênio Dal Pont,,Ceará,Criciúma,SC,4204608,50747,,
88815164,Rua Adilton Perito Daufemback,,Ceará,Criciúma,SC,4204608,50747,,
88815165,Rua Miguel Patrício de Souza,lado par,Ceará,Criciúma,SC,4204608,50747,,
88815167,Avenida Imigrantes Poloneses,,Ceará,Criciúma,SC,4204608,50747,,
88815170,Rua Palmitos,,Ceará,Criciúma,SC,4204608,50747,,
88815175,Rua Benjamin Búrigo,,Ceará,Criciúma,SC,4204608,50747,,
88815177,Rua Juceli Rodrigues,,Ceará,Criciúma,SC,4204608,50747,,
88815180,Avenida Estevão Emílio de Souza,,Ceará,Criciúma,SC,4204608,50747,,
88815188,Rua Aníbal Sônego,,Ceará,Criciúma,SC,4204608,50747,,
88815190,Rua João Sônego,,Ceará,Criciúma,SC,4204608,50747,,
88815194,Rua Valdir Igino Serafim,,Ceará,Criciúma,SC,4204608,50747,,
88815196,Rua Arnaldo Andrade,,Ceará,Criciúma,SC,4204608,50747,,
88815198,Rua Helmut Anton Schaarschmidt,,Próspera,Criciúma,SC,4204608,50726,,
88815200,Rua Miguel Patrício de Souza,lado ímpar,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815202,Avenida Centenário,lado par,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815203,Rua São Miguel do Oeste,,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815205,Rua Vereador Matias Ricardo Paz,,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815207,Rua Professora Tereza Kubaski Virtuoso,,Próspera,Criciúma,SC,4204608,50726,,
88815208,Rua Arilto Maier,,Ceará,Criciúma,SC,4204608,50747,,
88815209,Rua Rio Negrinho,,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815210,Rua João Milack,,Jardim Maristela,Criciúma,SC,4204608,50748,,
88815215,Rua Conselheiro Olivério Nuermberg,,Jardim Maristela,Criciúma,SC,4204608,50748,,
